unit_id,total_cycles,RUL,setting1,setting2,setting3,condition_id
0.0,0.002,0.0,100.0,518.67,642.36,398
0.0001,0.002,0.0,100.0,518.67,641.78,382
0.0002,0.002,0.0,100.0,518.67,641.9,386
0.0003,0.002,0.0,100.0,518.67,643.19,405
0.0004,0.002,0.0,100.0,518.67,642.19,393
0.0005,0.002,0.0,100.0,518.67,642.03,389
0.0006,0.002,0.0,100.0,518.67,642.27,396
0.0007,0.002,0.0,100.0,518.67,641.85,384
0.0008,0.002,0.0,100.0,518.67,641.46,378
0.0009,0.002,0.0,100.0,518.67,641.77,381
0.001,0.002,0.0,100.0,518.67,641.49,379
0.0011,0.002,0.0,100.0,518.67,642.43,400
0.0012,0.002,0.0,100.0,518.67,642.47,401
0.0013,0.002,0.0,100.0,518.67,642.36,398
0.0014,0.002,0.0,100.0,518.67,641.05,377
0.0015,0.002,0.0,100.0,518.67,642.24,394
0.0016,0.002,0.0,100.0,518.67,642.94,404
0.0017,0.0019,0.0,100.0,518.67,642.28,397
0.0018,0.002,0.0,100.0,518.67,642.25,395
0.0019,0.002,0.0,100.0,518.67,641.83,383
0.002,0.002,0.0,100.0,518.67,642.87,403
0.0021,0.002,0.0,100.0,518.67,642.07,391
0.0022,0.002,0.0,100.0,518.67,641.86,385
0.0023,0.002,0.0,100.0,518.67,642.56,402
0.0024,0.002,0.0,100.0,518.67,641.85,384
0.0025,0.002,0.0,100.0,518.67,641.93,387
0.0026,0.002,0.0,100.0,518.67,642.41,399
0.0027,0.002,0.0,100.0,518.67,641.66,380
0.0028,0.002,0.0,100.0,518.67,642.16,392
0.0029,0.002,0.0,100.0,518.67,642.06,390
0.003,0.002,0.0,100.0,518.67,641.96,388
9.998,0.2519,0.0,100.0,489.05,604.7,269
9.9981,0.2519,0.0,100.0,489.05,604.74,271
9.9982,0.252,0.0,100.0,489.05,604.67,267
9.9983,0.252,0.0,100.0,489.05,604.34,247
9.9984,0.252,0.0,100.0,489.05,605.51,292
9.9985,0.252,0.0,100.0,489.05,604.54,259
9.9986,0.252,0.0,100.0,489.05,605.0,280
9.9987,0.252,0.0,100.0,489.05,603.91,230
9.9988,0.252,0.0,100.0,489.05,603.78,226
9.9989,0.2519,0.0,100.0,489.05,603.8,228
9.999,0.2519,0.0,100.0,489.05,604.01,232
9.9991,0.252,0.0,100.0,489.05,604.18,240
9.9992,0.252,0.0,100.0,489.05,604.5,257
9.9993,0.252,0.0,100.0,489.05,604.1,235
9.9994,0.252,0.0,100.0,489.05,605.07,281
9.9995,0.2518,0.0,100.0,489.05,604.0,231
9.9996,0.252,0.0,100.0,489.05,604.32,246
9.9997,0.252,0.0,100.0,489.05,604.81,274
9.9998,0.2519,0.0,100.0,489.05,604.45,252
9.9999,0.252,0.0,100.0,489.05,604.23,243
10.0,0.252,0.0,100.0,489.05,604.93,279
10.0001,0.252,0.0,100.0,489.05,605.45,291
