unit_id,total_cycles,RUL,setting1,setting2,setting3,condition_id
-0.0086,-0.0001,0.0,100.0,518.67,643.33,102
-0.0085,0.0001,0.0,100.0,518.67,642.66,74
-0.0082,0.0004,0.0,100.0,518.67,642.65,73
-0.0079,-0.0002,0.0,100.0,518.67,642.74,79
-0.0078,-0.0,0.0,100.0,518.67,642.66,74
-0.0075,-0.0001,0.0,100.0,518.67,642.47,58
-0.0074,0.0001,0.0,100.0,518.67,642.2,37
-0.0073,-0.0001,0.0,100.0,518.67,642.88,86
-0.0072,0.0002,0.0,100.0,518.67,642.02,22
-0.0071,0.0005,0.0,100.0,518.67,642.41,52
-0.007,-0.0,0.0,100.0,518.67,643.05,96
-0.0069,0.0004,0.0,100.0,518.67,642.38,51
-0.0068,0.0005,0.0,100.0,518.67,642.2,37
-0.0067,0.0005,0.0,100.0,518.67,642.95,89
-0.0066,0.0004,0.0,100.0,518.67,642.12,31
-0.0065,0.0,0.0,100.0,518.67,641.76,4
-0.0064,0.0004,0.0,100.0,518.67,642.54,64
-0.0063,0.0004,0.0,100.0,518.67,642.41,52
-0.0062,0.0001,0.0,100.0,518.67,642.79,82
-0.0061,0.0005,0.0,100.0,518.67,642.08,27
-0.006,0.0004,0.0,100.0,518.67,642.0,21
-0.0059,0.0005,0.0,100.0,518.67,642.56,66
-0.0058,0.0005,0.0,100.0,518.67,642.12,31
-0.0057,0.0004,0.0,100.0,518.67,642.05,24
-0.0056,0.0004,0.0,100.0,518.67,641.96,18
-0.0055,0.0005,0.0,100.0,518.67,641.8,7
-0.0054,0.0005,0.0,100.0,518.67,642.26,42
-0.0053,0.0005,0.0,100.0,518.67,641.85,10
-0.0052,0.0005,0.0,100.0,518.67,642.97,91
-0.0051,0.0005,0.0,100.0,518.67,642.23,40
-0.005,0.0005,0.0,100.0,518.67,642.34,48
-0.0049,0.0005,0.0,100.0,518.67,642.71,77
-0.0048,0.0005,0.0,100.0,518.67,642.46,57
-0.0047,0.0004,0.0,100.0,518.67,642.17,35
-0.0046,0.0005,0.0,100.0,518.67,642.6,69
-0.0045,0.0005,0.0,100.0,518.67,642.1,29
-0.0044,0.0006,0.0,100.0,518.67,641.77,5
-0.0043,0.0006,0.0,100.0,518.67,641.98,19
-0.0042,0.0006,0.0,100.0,518.67,643.34,103
-0.0041,0.0005,0.0,100.0,518.67,642.29,44
-0.004,0.0005,0.0,100.0,518.67,642.06,25
-0.0039,0.0005,0.0,100.0,518.67,642.7,76
-0.0038,0.0005,0.0,100.0,518.67,642.58,68
-0.0037,0.0006,0.0,100.0,518.67,642.02,22
-0.0036,0.0006,0.0,100.0,518.67,641.88,13
-0.0035,0.0005,0.0,100.0,518.67,642.15,33
-0.0034,0.0006,0.0,100.0,518.67,643.09,99
-0.0033,0.0006,0.0,100.0,518.67,642.05,24
-0.0032,0.0006,0.0,100.0,518.67,642.57,67
-0.0031,0.0007,0.0,100.0,518.67,641.87,12
-0.003,0.0007,0.0,100.0,518.67,642.09,28
-0.0029,0.0006,0.0,100.0,518.67,643.36,104
-0.0028,0.0005,0.0,100.0,518.67,642.26,42
-0.0027,0.0006,0.0,100.0,518.67,641.92,15
-0.0026,0.0006,0.0,100.0,518.67,641.64,2
-0.0025,0.0005,0.0,100.0,518.67,642.07,26
-0.0024,0.0006,0.0,100.0,518.67,642.21,38
-0.0023,0.0006,0.0,100.0,518.67,642.44,55
-0.0022,0.0006,0.0,100.0,518.67,643.04,95
-0.0021,0.0005,0.0,100.0,518.67,643.45,106
-0.002,0.0006,0.0,100.0,518.67,642.92,88
-0.0019,0.0005,0.0,100.0,518.67,641.9,14
-0.0018,0.0006,0.0,100.0,518.67,642.55,65
-0.0017,0.0006,0.0,100.0,518.67,642.52,62
-0.0016,0.0007,0.0,100.0,518.67,642.53,63
-0.0015,0.0005,0.0,100.0,518.67,642.77,81
-0.0014,0.0006,0.0,100.0,518.67,642.18,36
-0.0013,0.0005,0.0,100.0,518.67,643.09,99
-0.0012,0.0005,0.0,100.0,518.67,642.04,23
-0.0011,0.0006,0.0,100.0,518.67,641.92,15
-0.001,0.0006,0.0,100.0,518.67,642.3,45
-0.0009,0.0006,0.0,100.0,518.67,641.93,16
-0.0008,0.0005,0.0,100.0,518.67,642.41,52
-0.0007,0.0007,0.0,100.0,518.67,642.32,47
-0.0006,0.0007,0.0,100.0,518.67,643.01,93
-0.0005,0.0006,0.0,100.0,518.67,642.36,49
